x,y
0.05248877087394163,0.1400858719754345
-0.07818830733648764,-0.17282127833244254
-0.0707394208832173,0.10236484282171818
-0.00639371984866631,0.010964717842482794
0.16043881959926523,-0.02139805032528469
0.006194165868719341,0.08667998949156419
0.03605510360352305,-0.09542530945430311
0.017967626797567207,-0.13268084281710352
0.06937869705029628,0.08296831810931285
0.10418100562280826,0.08326498317312361
0.07876812217353915,0.01991832458081662
0.27576134957816545,0.20278238741068824
0.1154432803393672,0.19182278178129475
0.10268826052321096,0.19887878169678908
0.04140178413309953,0.05559137139872755
0.26206934531129833,0.21760351712563636
0.19013046018056132,0.0858480167121177
-0.0165428200239143,0.10223472171517749
0.18607859447937666,0.11986168325790941
0.25412757864236635,0.055971915417285495
0.2835475495753019,0.3001188134978566
0.0775996496520259,0.3130804975763658
0.11294915002983577,0.18213029343825238
0.055665272731705656,0.21804119571441255
0.024082876891234395,0.15456027161515573
0.3537201012686578,-0.033542796745871906
0.24846099057100163,0.39289604371903075
0.11031696538343856,0.17327375298655978
0.4015398760657634,0.2694277754340761
0.22050105644191378,0.44533013343564487
0.18879670192773218,0.340577526955053
0.07154914026513143,0.46952591149083167
0.3869807924021465,0.18312081344399028
0.3910528450811158,0.24199496389384012
0.008194191306068466,0.4321821385399137
0.2701438788809452,0.24533586925137482
0.24639446029969855,0.6848971492356697
0.3067683516626447,0.4454441702159214
0.3291988461441406,0.5278187436522302
0.02908669949530751,0.5359115193412025
0.053251010827978715,0.6731057834266357
0.28835901960455373,0.40326196302950945
0.17452557004879737,0.49572295512289233
0.08882483102522715,0.3833604044239899
-0.003518335952402238,0.46633398687868394
0.049767842447108385,0.49833076960697215
0.235175290898426,0.7114164453351741
-0.15174526983252362,0.5783545249231721
-0.11817246659875,0.6052903260702217
0.0053234969527555815,0.6617738488473155
0.12065447323838828,0.7387654519954631
-0.09952966144064843,0.8319545465302065
-0.14412458658802194,0.6426768395050321
-0.009874741334783624,0.6283495883017535
-0.05801677505035216,0.657013457380736
-0.2515634362985938,0.5076915544676833
-0.2406822015182354,0.7105965892302291
-0.18928232792215477,0.8791812847406582
-0.12782726576440662,0.8495625686741033
-0.17141455934060437,0.6221688161183815
-0.24982370955545954,0.7308696957945294
